Date,Open,High,Low,Close,Adj Close,Volume
2006-06-01,10.500000,12.920000,10.040000,12.140000,12.140000,117723100
2006-07-01,12.300000,12.650000,10.350000,10.690000,10.690000,95780700
2006-08-01,10.630000,11.230000,9.670000,10.260000,10.260000,65436800
2006-09-01,10.300000,10.550000,9.230000,9.240000,9.240000,105144700
2006-10-01,9.260000,12.950000,9.150000,12.560000,12.560000,130716800
2006-11-01,12.520000,15.600000,11.860000,13.660000,13.660000,110462700
2006-12-01,13.740000,14.750000,13.300000,14.200000,14.200000,70417800
2007-01-01,14.340000,17.020000,13.480000,13.680000,13.680000,118523300
2007-02-01,13.880000,14.020000,12.070000,12.310000,12.310000,165698600
2007-03-01,12.120000,12.420000,11.330000,11.510000,11.510000,145392800
2007-04-01,11.550000,12.080000,9.850000,9.910000,9.910000,161562500
2007-05-01,9.920000,11.210000,9.720000,10.780000,10.780000,130974700
2007-06-01,10.840000,11.910000,10.050000,11.750000,11.750000,117643800
2007-07-01,11.840000,11.990000,9.770000,9.850000,9.850000,98203400
2007-08-01,9.850000,10.370000,8.530000,9.520000,9.520000,123392200
2007-09-01,9.630000,9.940000,8.970000,9.220000,9.220000,75129800
2007-10-01,9.230000,9.980000,8.970000,9.130000,9.130000,117576900
2007-11-01,9.100000,9.110000,6.570000,7.000000,7.000000,149583400
2007-12-01,7.020000,8.830000,5.900000,5.900000,5.900000,131081100
2008-01-01,5.940000,7.000000,4.300000,6.910000,6.910000,157282900
2008-02-01,7.040000,7.330000,5.430000,5.450000,5.450000,98564300
2008-03-01,5.480000,6.000000,4.420000,5.800000,5.800000,110126000
2008-04-01,5.900000,5.990000,4.500000,5.040000,5.040000,123782200
2008-05-01,5.030000,5.120000,3.900000,3.970000,3.970000,143152300
2008-06-01,3.980000,4.370000,3.520000,3.730000,3.730000,141016200
2008-07-01,3.630000,5.600000,3.040000,5.270000,5.270000,217606600
2008-08-01,5.420000,6.180000,5.090000,6.070000,6.070000,136584500
2008-09-01,6.460000,6.750000,4.520000,4.950000,4.950000,185563100
2008-10-01,4.990000,5.910000,3.090000,5.550000,5.550000,145678600
2008-11-01,5.610000,6.150000,3.630000,5.240000,5.240000,107970700
2008-12-01,5.120000,7.200000,4.630000,7.100000,7.100000,98376700
2009-01-01,6.920000,7.740000,5.470000,5.630000,5.630000,146812600
2009-02-01,5.540000,6.350000,3.770000,3.810000,3.810000,102678800
2009-03-01,3.690000,4.490000,2.810000,3.650000,3.650000,137647000
2009-04-01,3.510000,6.060000,3.440000,4.930000,4.930000,153147500
2009-05-01,4.910000,6.400000,4.220000,4.530000,4.530000,140086100
2009-06-01,4.580000,5.200000,3.720000,4.270000,4.270000,286215100
2009-07-01,4.320000,5.250000,4.080000,5.110000,5.110000,153326900
2009-08-01,5.160000,5.940000,5.010000,5.810000,5.810000,140769800
2009-09-01,5.830000,6.870000,5.410000,5.980000,5.980000,192741800
2009-10-01,5.960000,6.390000,4.870000,4.960000,4.960000,151405500
2009-11-01,4.970000,5.620000,4.740000,5.510000,5.510000,106085700
2009-12-01,5.600000,6.050000,5.220000,5.450000,5.450000,158081800
2010-01-01,5.540000,6.030000,4.900000,4.940000,4.940000,172725000
2010-02-01,5.020000,5.490000,4.640000,5.280000,5.280000,121029100
2010-03-01,5.260000,5.700000,5.080000,5.580000,5.580000,152707500
2010-04-01,5.650000,6.850000,5.560000,5.590000,5.590000,240562400
2010-05-01,5.630000,6.350000,5.140000,6.200000,6.200000,146477100
2010-06-01,6.160000,6.950000,5.490000,5.490000,5.490000,150269400
2010-07-01,5.520000,6.570000,5.210000,6.430000,6.430000,102766800
2010-08-01,6.500000,6.550000,5.310000,5.710000,5.710000,78145000
2010-09-01,5.830000,6.750000,5.520000,6.690000,6.690000,107505100
2010-10-01,6.660000,7.300000,6.340000,6.980000,6.980000,126120000
2010-11-01,7.040000,7.600000,6.550000,6.800000,6.800000,107320500
2010-12-01,6.940000,7.240000,6.310000,6.610000,6.610000,88722200
2011-01-01,6.710000,7.130000,5.710000,6.000000,6.000000,126550600
2011-02-01,5.950000,6.120000,5.550000,5.700000,5.700000,130723400
2011-03-01,5.660000,6.450000,5.440000,6.270000,6.270000,128029000
2011-04-01,6.320000,6.360000,5.350000,5.660000,5.660000,109999400
2011-05-01,5.730000,6.380000,5.620000,6.070000,6.070000,111790000
2011-06-01,6.090000,6.290000,5.450000,6.100000,6.100000,86460200
2011-07-01,6.150000,6.260000,4.550000,4.790000,4.790000,124918100
2011-08-01,4.990000,4.990000,3.860000,4.350000,4.350000,139548800
2011-09-01,4.350000,4.590000,3.900000,4.090000,4.090000,82484900
2011-10-01,4.100000,4.740000,3.490000,4.480000,4.480000,93233500
2011-11-01,4.320000,4.470000,3.400000,4.120000,4.120000,114476500
2011-12-01,4.080000,5.650000,4.070000,5.200000,5.200000,131812900
2012-01-01,5.330000,5.970000,5.040000,5.920000,5.920000,134278700
2012-02-01,5.970000,6.320000,4.760000,5.100000,5.100000,118182200
2012-03-01,5.160000,5.390000,4.730000,4.890000,4.890000,140128300
2012-04-01,4.920000,4.950000,4.600000,4.750000,4.750000,89595100
2012-05-01,4.720000,5.240000,4.060000,5.230000,5.230000,110183200
2012-06-01,5.070000,5.440000,4.860000,5.300000,5.300000,122181900
2012-07-01,5.350000,5.940000,5.120000,5.510000,5.510000,101911300
2012-08-01,5.430000,5.430000,4.850000,4.900000,4.900000,81405100
2012-09-01,4.920000,5.180000,4.760000,4.800000,4.800000,75024000
2012-10-01,4.830000,5.360000,4.770000,5.290000,5.290000,66216200
2012-11-01,5.270000,5.480000,4.800000,5.140000,5.140000,65092000
2012-12-01,5.140000,5.990000,5.040000,5.720000,5.720000,67996900
2013-01-01,5.890000,6.420000,5.730000,5.810000,5.810000,101225700
2013-02-01,5.800000,6.210000,5.700000,6.050000,6.050000,57425500
2013-03-01,6.050000,7.010000,6.000000,6.900000,6.900000,73378500
2013-04-01,6.890000,7.280000,6.140000,6.890000,6.890000,106937800
2013-05-01,6.850000,7.000000,6.120000,6.210000,6.210000,88208500
2013-06-01,6.220000,6.630000,5.950000,6.290000,6.290000,73367300
2013-07-01,6.300000,6.930000,6.130000,6.540000,6.540000,68028500
2013-08-01,6.590000,6.670000,6.080000,6.150000,6.150000,63296100
2013-09-01,6.220000,6.890000,6.040000,6.670000,6.670000,72922400
2013-10-01,6.660000,7.690000,6.570000,7.090000,7.090000,125960000
2013-11-01,7.070000,9.200000,7.050000,8.890000,8.890000,155128100
2013-12-01,8.890000,8.950000,8.240000,8.540000,8.540000,100063100
2014-01-01,8.560000,9.450000,8.450000,8.760000,8.760000,159193100
2014-02-01,8.790000,9.150000,8.290000,8.830000,8.830000,97947600
2014-03-01,8.700000,9.210000,8.200000,8.690000,8.690000,142516000
2014-04-01,8.700000,9.200000,7.610000,7.910000,7.910000,175977300
2014-05-01,8.150000,9.740000,7.960000,9.660000,9.660000,148503400
2014-06-01,9.710000,11.120000,9.540000,10.850000,10.850000,201619700
2014-07-01,10.840000,11.590000,10.170000,10.720000,10.720000,156884100
2014-08-01,10.740000,12.830000,10.500000,12.230000,12.230000,171612600
2014-09-01,12.230000,12.760000,10.210000,10.620000,10.620000,156815800
2014-10-01,10.370000,11.730000,9.380000,11.540000,11.540000,229525900
2014-11-01,11.500000,14.940000,11.460000,14.630000,14.630000,175289500
2014-12-01,14.970000,16.209999,14.310000,15.860000,15.860000,195592600
2015-01-01,16.129999,17.360001,14.130000,16.790001,16.790001,176976200
2015-02-01,16.639999,18.200001,16.010000,17.190001,17.190001,136081900
2015-03-01,17.250000,19.600000,16.639999,19.250000,19.250000,141442700
2015-04-01,19.100000,21.280001,18.340000,20.530001,20.530001,190091200
2015-05-01,20.830000,22.400000,19.309999,20.160000,20.160000,206747900
2015-06-01,20.320000,21.600000,18.330000,20.760000,20.760000,211483500
2015-07-01,21.160000,24.190001,19.530001,22.980000,22.980000,181369300
2015-08-01,23.070000,24.639999,16.260000,22.320000,22.320000,155293600
2015-09-01,21.750000,27.360001,21.590000,25.770000,25.770000,172552900
2015-10-01,25.650000,27.090000,23.629999,24.840000,24.840000,178793300
2015-11-01,24.990000,26.879999,24.530001,24.740000,24.740000,112643300
2015-12-01,24.790001,27.000000,22.500000,22.650000,22.650000,134280600
2016-01-01,22.040001,22.139999,19.430000,21.309999,21.309999,159313000
2016-02-01,20.940001,23.670000,18.510000,22.000000,22.000000,144247400
2016-03-01,22.100000,22.670000,19.490000,21.120001,21.120001,145859200
2016-04-01,21.000000,21.540001,18.879999,19.790001,19.790001,147379600
2016-05-01,19.850000,20.000000,17.610001,17.930000,17.930000,121653600
2016-06-01,17.809999,18.770000,14.760000,16.559999,16.559999,135196000
2016-07-01,16.459999,18.940001,15.980000,18.330000,18.330000,133193400
2016-08-01,18.420000,18.500000,15.720000,15.950000,15.950000,111051600
2016-09-01,15.990000,17.910000,15.700000,17.240000,17.240000,142635300
2016-10-01,17.170000,19.320000,17.100000,17.480000,17.480000,132023000
2016-11-01,17.430000,21.250000,16.850000,20.090000,20.090000,120498100
2016-12-01,19.980000,23.120001,19.910000,22.420000,22.420000,127481500
2017-01-01,22.660000,23.150000,18.940001,19.610001,19.610001,157659400
2017-02-01,19.650000,20.320000,18.709999,19.959999,19.959999,117067000
2017-03-01,20.180000,21.040001,19.049999,20.610001,20.610001,153928300
2017-04-01,20.650000,22.740000,20.309999,21.830000,21.830000,116501000
2017-05-01,21.760000,23.120001,20.700001,22.420000,22.420000,107353500
2017-06-01,22.500000,23.370001,22.200001,22.830000,22.830000,85919600
2017-07-01,22.870001,24.129999,21.420000,21.930000,21.930000,104219000
2017-08-01,22.030001,22.620001,19.170000,19.809999,19.809999,93572500
2017-09-01,19.889999,19.950001,18.049999,18.530001,18.530001,154524500
2017-10-01,18.559999,20.790001,18.370001,19.150000,19.150000,159476500
2017-11-01,18.900000,21.590000,18.730000,21.469999,21.469999,101561200
2017-12-01,21.379999,22.740000,20.840000,22.340000,22.340000,92906400
2018-01-01,22.370001,23.080000,20.110001,20.860001,20.860001,113361200
2018-02-01,20.870001,22.059999,19.230000,21.049999,21.049999,85472800
2018-03-01,21.049999,22.799999,19.799999,20.320000,20.320000,94806700
2018-04-01,20.320000,20.820000,18.570000,19.190001,19.190001,117398800
2018-05-01,19.160000,19.930000,18.530001,18.889999,18.889999,99732100
2018-06-01,19.059999,19.480000,18.559999,18.980000,18.980000,96060400
2018-07-01,18.850000,20.110001,17.100000,18.000000,18.000000,118252500
2018-08-01,17.969999,19.459999,17.370001,19.080000,19.080000,104610200
2018-09-01,19.120001,20.139999,18.750000,19.360001,19.360001,76582000
2018-10-01,19.410000,19.490000,15.760000,16.730000,16.730000,128251000
2018-11-01,16.750000,19.580000,16.700001,19.520000,19.520000,91027700
2018-12-01,19.520000,19.719999,15.190000,16.059999,16.059999,102689300
2019-01-01,15.800000,18.500000,15.290000,17.990000,17.990000,100555700
2019-02-01,17.980000,18.360001,16.660000,16.700001,16.700001,72696600
2019-03-01,16.750000,17.090000,15.600000,16.360001,16.360001,113299600
2019-04-01,16.490000,18.680000,16.299999,18.549999,18.549999,120553500
2019-05-01,18.559999,18.920000,16.950001,17.230000,17.230000,83031000
2019-06-01,17.150000,19.680000,17.120001,18.490000,18.490000,86126700
2019-07-01,18.690001,19.830000,18.480000,19.230000,19.230000,88568100
2019-08-01,19.330000,19.760000,16.530001,17.320000,17.320000,84388300
2019-09-01,17.219999,17.530001,16.250000,16.750000,16.750000,103271000
2019-10-01,16.790001,19.600000,15.870000,19.299999,19.299999,132277000
2019-11-01,19.350000,19.930000,18.600000,19.270000,19.270000,66861000
2019-12-01,19.260000,19.490000,18.400000,18.719999,18.719999,87899200
2020-01-01,18.900000,21.190001,18.100000,19.830000,19.830000,137336800
2020-02-01,19.980000,21.650000,15.420000,15.780000,15.780000,106852200
2020-03-01,15.820000,16.110001,6.610000,8.950000,8.950000,370571300
2020-04-01,8.300000,10.380000,7.220000,9.740000,9.740000,307581500
2020-05-01,9.160000,11.800000,7.340000,10.070000,10.070000,339556300
2020-06-01,10.140000,15.620000,9.890000,10.900000,10.900000,497274400
2020-07-01,11.320000,11.560000,9.720000,10.340000,10.340000,258171400
2020-08-01,10.240000,12.340000,9.810000,11.520000,11.520000,194555100
2020-09-01,11.340000,13.280000,10.930000,11.330000,11.330000,175491000
2020-10-01,11.510000,13.540000,10.950000,11.970000,11.970000,209770800
2020-11-01,11.970000,16.150000,11.680000,15.090000,15.090000,177578200
2020-12-01,15.460000,16.350000,13.860000,14.540000,14.540000,247412300
2021-01-01,14.650000,16.030001,13.940000,14.340000,14.340000,165621100
2021-02-01,14.420000,19.879999,14.050000,18.430000,18.430000,178656200
2021-03-01,19.059999,21.730000,17.000000,20.340000,20.340000,230495800
2021-04-01,20.320000,21.959999,18.770000,20.360001,20.360001,155219300
2021-05-01,20.360001,20.889999,18.320000,20.100000,20.100000,115476800
2021-06-01,20.270000,20.590000,16.620001,16.780001,16.780001,157343600
2021-07-01,16.920000,17.360001,13.930000,14.790000,14.790000,180683100
2021-08-01,14.860000,15.860000,13.960000,15.130000,15.130000,145939400
2021-09-01,15.210000,16.559999,14.480000,15.290000,15.290000,144702700
2021-10-01,15.720000,16.650000,13.970000,14.030000,14.030000,151798600
2021-11-01,14.030000,16.480000,12.950000,13.420000,13.420000,158866100
2021-12-01,13.800000,14.940000,12.860000,14.240000,14.240000,164620900
